¶	ADJcar	¶
garder	VERinf	garder
tes	DETpos	ton
bestes	NOMcom	beste
!	PONfrt	!

Pres	ADVgen	près
va	VERcjg	aler
ne	ADVneg	ne
te	PROper	tu
fier	VERcjg	ferir
d'	PRE	de
un	DETndf	un
baston	NOMcom	baston
!	PONfrt	!

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
n'	ADVneg	ne
ai	VERcjg	avoir
mie	ADVneg	mie
d'	PRE	de
un	DETndf	un
mouton	NOMcom	mouton
,	PONfbl	,
tout	DETind	tout
le	DETdef	le
meillor	ADJqua	meillor
de	PRE	de
no	DETpos	notre
tropé	NOMcom	tropé
!	PONfrt	!

Je	PROper	je
ne	ADVneg	ne
sai	VERcjg	savoir
qui	PROrel	que
le	PROper	il
m'	PROper	je
a	VERcjg	avoir
emblé	VERppe	embler
!	PONfrt	!

“	PONpga	“
As	VERcjg	avoir
tu	PROper	tu
donques	ADVgen	donc
mouton	NOMcom	mouton
perdu	VERppe	perdre
?	PONfrt	?

On	PROind	on
te	PROper	tu
deüst	VERcjg	devoir
avoir	VERinf	avoir
pendu	VERppe	pendre
!	PONfrt	!

Mauvesement	ADVgen	mauvaisement
les	PROper	il
as	VERcjg	avoir
gardez	VERppe	garder
!	PONfrt	!

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
or	ADVgen	or
m'	PROper	je
entendez	VERcjg	entendre
!	PONfrt	!

Ersoir	ADVgen	ersoir
quant	CONsub	cant
en	PRE	en
la	DETdef	le
vile	NOMcom	vile
entrai	VERcjg	entrer
.i	PROcar	un
.	PONfrt	.

estrange	ADJqua	estrange
homme	NOMcom	homme
i	PROadv	i
encontrai	VERcjg	encontrer
que	PROrel	que
onques	ADVgen	onque
mes	ADVgen	mais
veü	VERppe	vëoir
n'	ADVneg	ne
avoie	VERcjg	avoir
en	PRE	en
champ	NOMcom	champ
n'	CONcoo	ne
en	PRE	en
vile	NOMcom	vile
ne	CONcoo	ne
en	PRE	en
voie	NOMcom	voie
.	PONfrt	.

Cil	PROdem	cel
le	PROper	il
m'	PROper	je
embla	VERcjg	embler
,	PONfbl	,
ce	PROdem	ce
m'	PROper	je
est	VERcjg	estre
avis	NOMcom	avis
.	PONfrt	.

“	PONpga	“
Par	PRE	par
les	DETdef	le
sainz	ADJqua	saint
Dieu	NOMpro	Dieu
,	PONfbl	,
ce	PROdem	ce
fu	VERcjg	estre
Davis	NOMpro	Davis
,	PONfbl	,
noz	DETpos	notre
ostes	NOMcom	oste
qui	PROrel	que
ceenz	ADVgen	cenz
a	VERcjg	avoir
jut	VERppe	jesir
!	PONfrt	!

Bien	ADVgen	bien
m'	PROper	je
a	VERcjg	avoir
engingnié	VERppe	engigner
et	CONcoo	et
deçut	VERcjg	decevoir
qui	PROrel	que
ma	DETpos	mon
mesnie	NOMcom	maisniee
m'	PROper	je
a	VERcjg	avoir
foutue	VERppe	foutre
,	PONfbl	,
ma	DETpos	mon
pel	NOMcom	pel
meïsme	ADJind	mëisme
m'	PROper	je
a	VERcjg	avoir
vendue	VERppe	vendre
!	PONfrt	!

De	PRE	de
ma	DETpos	mon
paste	NOMcom	paste
m'	PROper	je
a	VERcjg	avoir
fet	VERppe	faire
tortel	ADJqua	tortel
!	PONfrt	!

En	PROadv	en
connoistroies	VERcjg	connaître
tu	PROper	tu
la	DETdef	le
pel	NOMcom	pel
?	PONfrt	?

“	PONpga	“
Oïl	ADVgen	öil
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
foi	NOMcom	foi
que	PROrel	que
vous	PROper	vous
doi	VERcjg	devoir
!	PONfrt	!

Bien	ADVgen	bien
la	PROper	il
connoistrai	VERcjg	connaître
se	CONsub	se
la	PROper	il
voi	VERcjg	vëoir
.	PONfrt	.

Je	PROper	je
l'	PROper	il
ai	VERcjg	avoir
eü	VERppe	avoir
.vii	PROcar	set
.	PONfrt	.

anz	ADVgen	enz
en	PROadv	en
garde	VERcjg	garder
.	PONfbl	.
”	PONpdr	”
Cil	PROdem	cel
prent	VERcjg	prendre
la	DETdef	le
pel	NOMcom	pel
,	PONfbl	,
si	ADVgen	si
le	PROper	il
regarde	VERcjg	regarder
.	PONfrt	.

Aus	PRE.DETdef	a
oreilles	NOMcom	oreille
et	CONcoo	et
a	PRE	a
la	DETdef	le
teste	NOMcom	teste
connut	VERcjg	connaître
bien	ADVgen	bien
la	DETdef	le
pel	NOMcom	pel
de	PRE	de
sa	DETpos	son
beste	NOMcom	beste
.	PONfrt	.

“	PONpga	“
Harou	NOMpro	Harou
!	PONfrt	!

Las	ADJqua	las
,	PONfbl	,
dist	VERcjg	dire
li	DETdef	le
pasturiaus	NOMcom	pastureau
,	PONfbl	,
par	PRE	par
Dieu	NOMpro	Dieu
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
Cornuiaus	NOMpro	Cornouiaux
,	PONfbl	,
la	DETdef	le
beste	NOMcom	beste
que	PROrel	que
je	PROper	je
plus	ADVgen	plus
amoie	VERcjg	amer
!	PONfrt	!

En	PRE	en
mon	DETpos	mon
tropé	NOMcom	tropé
n'	ADVneg	ne
avoit	VERcjg	avoir
si	ADVgen	si
coie	ADJqua	coi
!	PONfrt	!

Mieudres	NOMpro	Mieude
de	PRE	de
lui	PROper	il
ne	ADVneg	ne
pooit	VERcjg	pöoir
estre	VERinf	estre
!	PONfrt	!

“	PONpga	“
Venez	VERcjg	venir
ça	ADVgen	ça
dame	NOMcom	dame
,	PONfbl	,
dist	VERcjg	dire
le	DETdef	le
prestre	NOMcom	prêtre
,	PONfbl	,
et	CONcoo	et
tu	PROper	tu
baissele	VERcjg	baisseler
,	PONfbl	,
vien	VERcjg	venir
avant	ADVgen	avant
.	PONfrt	.

Parole	NOMcom	parole
a	PRE	a
moi	PROper	je
,	PONfbl	,
je	PROper	je
te	PROper	tu
commant	VERcjg	commander
.	PONfrt	.

Respont	VERcjg	répondre
a	PRE	a
moi	PROper	je
quant	CONsub	cant
je	PROper	je
t'	PROper	tu
apel	VERcjg	apeler
.	PONfrt	.

Que	PROint	que
claimes	VERcjg	clamer
tu	PROper	tu
en	PRE	en
ceste	DETdem	cest
pel	NOMcom	pel
?	PONfrt	?

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
trestoute	DETind	trèstout
la	DETdef	le
pel	NOMcom	pel
claim	VERcjg	clamer
,	PONfbl	,
dist	VERcjg	dire
la	DETdef	le
meschine	NOMcom	meschine
au	PRE.DETdef	a
chapelain	NOMcom	chapelain
.	PONfrt	.

“	PONpga	“
Et	CONcoo	et
vous	PROper	vous
que	PROint	que
dites	VERcjg	dire
,	PONfbl	,
bele	ADJqua	bel
dame	NOMcom	dame
?	PONfrt	?

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
se	CONsub	se
Diex	NOMpro	Dieu
ait	VERcjg	avoir
part	NOMcom	part
en	PRE	en
m'	DETpos	mon
ame	NOMcom	ame
,	PONfbl	,
ele	PROper	il
doit	VERcjg	devoir
estre	VERinf	estre
par	PRE	par
droit	ADJqua	droit
moie	ADJpos	mon
!	PONfrt	!

“	PONpga	“
Ele	PROper	elle
n'	ADVneg	ne
ert	VERcjg	être
ne	CONcoo	ne
vostre	ADJpos	vostre
ne	ADVneg	ne
soie	VERcjg	estre
se	CONsub	se
par	PRE	par
jugement	NOMcom	jugement
ne	ADVneg	ne
l'	PROper	il
avez	VERcjg	avoir
!	PONfrt	!

”	PONpdr	”
Seignor	NOMcom	seignor
,	PONfbl	,
vous	PROper	vous
qui	PROrel	que
les	DETdef	le
biens	NOMcom	bien
savez	VERcjg	savoir
,	PONfbl	,
Huistaces	NOMpro	Huistache
d'	PRE	de
Amiens	NOMpro	Amiens
vous	PROper	vous
demande	VERcjg	demander
et	CONcoo	et
prie	VERcjg	priier
par	PRE	par
amors	NOMcom	amor
et	CONcoo	et
mande	VERcjg	mander
que	CONsub	que
vous	PROper	vous
faciez	VERcjg	faire
cest	DETdem	cest
jugement	NOMcom	jugement
bien	ADVgen	bien
et	CONcoo	et
a	PRE	a
droit	NOMcom	droit
et	CONcoo	et
leaument	ADVgen	lëalement
.	PONfrt	.

Chascuns	PROind	chascun
en	PROadv	en
die	VERcjg	dire
son	DETpos	son
voloir	VERinf	voloir
li	PROper	il
quels	PROint	quel
doit	VERcjg	devoir
miex	ADVgen	mieux
la	DETdef	le
pel	NOMcom	pel
avoir	VERinf	avoir
,	PONfbl	,
ou	CONcoo	o
li	DETdef	le
prestres	NOMcom	prêtre
ou	CONcoo	o
la	DETdef	le
prestresse	NOMcom	prêtresse
ou	CONcoo	o
la	DETdef	le
meschine	NOMcom	meschine
piprenesse	ADJqua	piprene
!	PONfrt	!

